gta06_hhld,age,total,Mode
5093,71,25,Auto driver
5093,72,37,Auto driver
5093,81,48,Auto driver
5093,87,20,Auto driver
5094,18,349,Auto driver
5094,21,78,Auto driver
5094,22,629,Auto driver
5094,25,70,Auto driver
5094,26,67,Auto driver
5094,27,49,Auto driver
5094,28,70,Auto driver
5094,29,90,Auto driver
5094,30,190,Auto driver
5094,31,571,Auto driver
5094,35,82,Auto driver
5094,38,95,Auto driver
5094,39,95,Auto driver
5094,41,128,Auto driver
5094,42,367,Auto driver
5094,44,431,Auto driver
5094,45,33,Auto driver
5094,46,597,Auto driver
5094,47,416,Auto driver
5094,48,110,Auto driver
5094,49,370,Auto driver
5094,50,450,Auto driver
5094,51,902,Auto driver
5094,52,61,Auto driver
5094,53,478,Auto driver
5094,54,113,Auto driver
5094,55,636,Auto driver
5094,56,126,Auto driver
5094,57,160,Auto driver
5094,59,155,Auto driver
5094,60,194,Auto driver
5094,61,280,Auto driver
5094,62,119,Auto driver
5094,64,35,Auto driver
5094,65,441,Auto driver
5094,66,64,Auto driver
5094,67,97,Auto driver
5094,68,104,Auto driver
5094,70,37,Auto driver
5094,71,217,Auto driver
5094,72,203,Auto driver
5094,75,260,Auto driver
5094,76,77,Auto driver
5094,78,37,Auto driver
5094,79,198,Auto driver
5094,80,100,Auto driver
5094,82,55,Auto driver
5094,83,74,Auto driver
5094,93,36,Auto driver
5095,25,204,Auto driver
5095,27,194,Auto driver
5095,28,235,Auto driver
5095,29,88,Auto driver
5095,30,296,Auto driver
5095,31,120,Auto driver
5095,33,386,Auto driver
5095,34,126,Auto driver
5095,36,113,Auto driver
5095,38,299,Auto driver
5095,39,93,Auto driver
5095,40,227,Auto driver
5095,43,547,Auto driver
5095,44,93,Auto driver
5095,47,77,Auto driver
5095,49,144,Auto driver
5095,50,72,Auto driver
5095,51,124,Auto driver
5095,52,92,Auto driver
5095,54,124,Auto driver
5095,55,79,Auto driver
5095,56,113,Auto driver
5095,57,54,Auto driver
5095,59,87,Auto driver
5095,60,72,Auto driver
5095,62,53,Auto driver
5095,63,100,Auto driver
5095,64,51,Auto driver
5095,65,51,Auto driver
5095,69,80,Auto driver
5095,70,40,Auto driver
5095,74,139,Auto driver
5095,75,40,Auto driver
5095,77,40,Auto driver
5095,78,81,Auto driver
5095,79,119,Auto driver
5095,80,96,Auto driver
5095,81,72,Auto driver
5095,84,96,Auto driver
5095,85,53,Auto driver
5096,23,165,Auto driver
5096,26,42,Auto driver
5096,27,98,Auto driver
5096,28,149,Auto driver
5096,33,928,Auto driver
5096,34,341,Auto driver
5096,36,285,Auto driver
5096,37,156,Auto driver
5096,40,210,Auto driver
5096,42,73,Auto driver
5096,44,130,Auto driver
5096,45,87,Auto driver
5096,46,48,Auto driver
5096,48,43,Auto driver
5096,50,81,Auto driver
5096,51,123,Auto driver
5096,52,412,Auto driver
5096,54,149,Auto driver
5096,55,498,Auto driver
5096,56,72,Auto driver
5096,57,144,Auto driver
5096,62,102,Auto driver
5096,63,138,Auto driver
5096,67,50,Auto driver
5096,68,44,Auto driver
5096,69,172,Auto driver
5096,71,41,Auto driver
5096,72,57,Auto driver
5096,73,198,Auto driver
5096,74,75,Auto driver
5096,75,28,Auto driver
5096,77,169,Auto driver
5096,79,32,Auto driver
5096,90,42,Auto driver
5096,96,36,Auto driver
5097,29,138,Auto driver
5097,32,276,Auto driver
5097,47,181,Auto driver
5097,55,125,Auto driver
5097,58,110,Auto driver
5097,60,48,Auto driver
5097,62,59,Auto driver
5097,64,133,Auto driver
5097,65,87,Auto driver
5097,68,54,Auto driver
5097,73,133,Auto driver
5097,74,53,Auto driver
5097,78,47,Auto driver
5097,83,79,Auto driver
5098,20,194,Auto driver
5098,22,159,Auto driver
5098,24,326,Auto driver
5098,25,199,Auto driver
5098,26,605,Auto driver
5098,30,142,Auto driver
5098,31,137,Auto driver
5098,32,120,Auto driver
5098,34,404,Auto driver
5098,36,107,Auto driver
5098,37,80,Auto driver
5098,38,535,Auto driver
5098,40,575,Auto driver
5098,41,281,Auto driver
5098,42,194,Auto driver
5098,44,58,Auto driver
5098,47,219,Auto driver
5098,49,124,Auto driver
5098,50,686,Auto driver
5098,51,124,Auto driver
5098,52,87,Auto driver
5098,55,202,Auto driver
5098,56,217,Auto driver
5098,57,556,Auto driver
5098,61,138,Auto driver
5098,63,193,Auto driver
5098,64,336,Auto driver
5098,67,126,Auto driver
5098,68,87,Auto driver
5098,71,52,Auto driver
5098,72,156,Auto driver
5098,77,102,Auto driver
5098,79,82,Auto driver
5099,23,43,Auto driver
5099,25,43,Auto driver
5099,27,43,Auto driver
5099,36,179,Auto driver
5099,38,114,Auto driver
5099,41,114,Auto driver
5099,43,364,Auto driver
5099,48,379,Auto driver
5099,49,22,Auto driver
5099,50,182,Auto driver
5099,51,190,Auto driver
5099,54,156,Auto driver
5099,55,132,Auto driver
5099,56,45,Auto driver
5099,58,68,Auto driver
5099,69,60,Auto driver
5099,71,127,Auto driver
5099,74,60,Auto driver
5099,77,38,Auto driver
5099,78,24,Auto driver
5099,80,75,Auto driver
5099,82,76,Auto driver
5099,86,273,Auto driver
5099,87,31,Auto driver
5099,99,198,Auto driver
5100,17,38,Auto driver
5100,18,34,Auto driver
5100,19,38,Auto driver
5100,21,67,Auto driver
5100,24,308,Auto driver
5100,25,87,Auto driver
5100,26,67,Auto driver
5100,27,433,Auto driver
5100,28,71,Auto driver
5100,30,199,Auto driver
5100,31,490,Auto driver
5100,32,129,Auto driver
5100,33,58,Auto driver
5100,34,115,Auto driver
5100,35,238,Auto driver
5100,37,140,Auto driver
5100,38,69,Auto driver
5100,39,140,Auto driver
5100,40,223,Auto driver
5100,42,493,Auto driver
5100,43,128,Auto driver
5100,44,91,Auto driver
5100,46,84,Auto driver
5100,48,32,Auto driver
5100,49,680,Auto driver
5100,51,216,Auto driver
5100,52,45,Auto driver
5100,53,87,Auto driver
5100,54,179,Auto driver
5100,57,489,Auto driver
5100,58,38,Auto driver
5100,59,206,Auto driver
5100,60,121,Auto driver
5100,61,186,Auto driver
5100,63,120,Auto driver
5100,64,191,Auto driver
5100,65,158,Auto driver
5100,66,45,Auto driver
5100,68,51,Auto driver
5100,70,118,Auto driver
5100,71,22,Auto driver
5100,72,63,Auto driver
5100,73,34,Auto driver
5100,74,67,Auto driver
5100,76,50,Auto driver
5100,78,33,Auto driver
5100,82,33,Auto driver
5101,17,163,Auto driver
5101,22,57,Auto driver
5101,26,57,Auto driver
5101,28,476,Auto driver
5101,33,111,Auto driver
5101,34,142,Auto driver
5101,35,136,Auto driver
5101,36,124,Auto driver
5101,41,106,Auto driver
5101,43,178,Auto driver
5101,44,15,Auto driver
5101,45,325,Auto driver
5101,50,81,Auto driver
5101,52,220,Auto driver
5101,53,57,Auto driver
5101,54,76,Auto driver
5101,55,97,Auto driver
5101,62,278,Auto driver
5101,74,36,Auto driver
5101,76,45,Auto driver
5101,78,86,Auto driver
5102,26,76,Auto driver
5102,29,182,Auto driver
5102,30,235,Auto driver
5102,32,105,Auto driver
5102,33,53,Auto driver
5102,45,272,Auto driver
5102,56,76,Auto driver
5102,59,53,Auto driver
5102,60,53,Auto driver
5102,61,50,Auto driver
5102,62,45,Auto driver
5102,63,105,Auto driver
5102,65,80,Auto driver
5102,67,130,Auto driver
5102,68,149,Auto driver
5102,72,44,Auto driver
5102,73,107,Auto driver
5102,74,96,Auto driver
5102,75,48,Auto driver
5102,78,107,Auto driver
5102,84,89,Auto driver
5103,44,24,Auto driver
5103,46,486,Auto driver
5103,54,73,Auto driver
5103,58,75,Auto driver
5103,60,571,Auto driver
5103,62,59,Auto driver
5103,66,190,Auto driver
5103,71,12,Auto driver
5103,83,35,Auto driver
5104,23,107,Auto driver
5104,24,126,Auto driver
5104,26,114,Auto driver
5104,27,44,Auto driver
5104,29,145,Auto driver
5104,30,152,Auto driver
5104,33,447,Auto driver
5104,35,134,Auto driver
5104,38,643,Auto driver
5104,41,138,Auto driver
5104,42,261,Auto driver
5104,43,156,Auto driver
5104,45,25,Auto driver
5104,46,175,Auto driver
5104,48,334,Auto driver
5104,50,130,Auto driver
5104,51,66,Auto driver
5104,55,367,Auto driver
5104,56,65,Auto driver
5104,57,109,Auto driver
5104,58,150,Auto driver
5104,60,33,Auto driver
5104,62,105,Auto driver
5104,63,246,Auto driver
5104,65,187,Auto driver
5104,67,94,Auto driver
5104,68,370,Auto driver
5104,69,135,Auto driver
5104,70,300,Auto driver
5104,72,131,Auto driver
5104,73,161,Auto driver
5104,74,133,Auto driver
5104,75,313,Auto driver
5104,77,106,Auto driver
5104,79,39,Auto driver
5104,81,33,Auto driver
5104,84,36,Auto driver
5104,86,48,Auto driver
5105,17,57,Auto driver
5105,26,50,Auto driver
5105,28,33,Auto driver
5105,31,100,Auto driver
5105,32,144,Auto driver
5105,34,117,Auto driver
5105,37,106,Auto driver
5105,39,145,Auto driver
5105,40,1038,Auto driver
5105,42,112,Auto driver
5105,44,359,Auto driver
5105,45,117,Auto driver
5105,50,70,Auto driver
5105,53,139,Auto driver
5105,54,85,Auto driver
5105,55,247,Auto driver
5105,56,174,Auto driver
5105,57,131,Auto driver
5105,60,121,Auto driver
5105,61,67,Auto driver
5105,62,118,Auto driver
5105,63,321,Auto driver
5105,64,72,Auto driver
5105,67,114,Auto driver
5105,69,84,Auto driver
5105,70,120,Auto driver
5105,73,40,Auto driver
5105,74,50,Auto driver
5105,75,28,Auto driver
5105,77,147,Auto driver
5105,80,26,Auto driver
5105,82,97,Auto driver
5106,20,50,Auto driver
5106,25,40,Auto driver
5106,29,56,Auto driver
5106,32,287,Auto driver
5106,35,151,Auto driver
5106,36,190,Auto driver
5106,37,231,Auto driver
5106,39,206,Auto driver
5106,40,164,Auto driver
5106,41,36,Auto driver
5106,42,121,Auto driver
5106,45,116,Auto driver
5106,48,38,Auto driver
5106,51,38,Auto driver
5106,52,50,Auto driver
5106,53,32,Auto driver
5106,54,124,Auto driver
5106,55,40,Auto driver
5106,56,40,Auto driver
5106,57,87,Auto driver
5106,61,73,Auto driver
5106,65,74,Auto driver
5106,66,37,Auto driver
5106,67,108,Auto driver
5106,70,106,Auto driver
5106,71,128,Auto driver
5106,75,31,Auto driver
5106,77,80,Auto driver
5106,78,21,Auto driver
5106,80,41,Auto driver
5106,85,21,Auto driver
5107,29,74,Auto driver
5107,39,197,Auto driver
5107,46,245,Auto driver
5107,49,103,Auto driver
5107,50,103,Auto driver
5107,51,74,Auto driver
5107,65,62,Auto driver
5107,70,61,Auto driver
5107,82,40,Auto driver
5107,83,40,Auto driver
5107,84,151,Auto driver
5109,19,193,Auto driver
5109,25,160,Auto driver
5109,27,80,Auto driver
5109,28,56,Auto driver
5109,29,56,Auto driver
5109,30,96,Auto driver
5109,36,455,Auto driver
5109,37,355,Auto driver
5109,44,139,Auto driver
5109,45,185,Auto driver
5109,47,482,Auto driver
5109,48,51,Auto driver
5109,49,144,Auto driver
5109,51,57,Auto driver
5109,52,295,Auto driver
5109,56,44,Auto driver
5109,57,122,Auto driver
5109,58,111,Auto driver
5109,59,44,Auto driver
5109,60,128,Auto driver
5109,61,125,Auto driver
5109,62,199,Auto driver
5109,63,253,Auto driver
5109,64,201,Auto driver
5109,65,71,Auto driver
5109,66,136,Auto driver
5109,67,469,Auto driver
5109,70,94,Auto driver
5109,73,118,Auto driver
5109,75,34,Auto driver
5109,85,77,Auto driver
5110,19,88,Auto driver
5110,23,210,Auto driver
5110,24,250,Auto driver
5110,26,292,Auto driver
5110,29,112,Auto driver
5110,30,110,Auto driver
5110,33,110,Auto driver
5110,42,140,Auto driver
5110,43,108,Auto driver
5110,48,146,Auto driver
5110,50,335,Auto driver
5110,52,657,Auto driver
5110,55,263,Auto driver
5110,56,49,Auto driver
5110,57,52,Auto driver
5110,59,66,Auto driver
5110,60,223,Auto driver
5110,61,183,Auto driver
5110,62,247,Auto driver
5110,68,188,Auto driver
5110,69,182,Auto driver
5110,70,37,Auto driver
5110,71,89,Auto driver
5110,73,92,Auto driver
5110,75,41,Auto driver
5110,77,41,Auto driver
5110,78,151,Auto driver
5110,82,39,Auto driver
5111,25,287,Auto driver
5111,26,287,Auto driver
5111,30,310,Auto driver
5111,31,57,Auto driver
5111,33,81,Auto driver
5111,36,176,Auto driver
5111,37,177,Auto driver
5111,38,146,Auto driver
5111,42,51,Auto driver
5111,44,147,Auto driver
5111,46,206,Auto driver
5111,47,82,Auto driver
5111,49,248,Auto driver
5111,51,71,Auto driver
5111,52,147,Auto driver
5111,53,191,Auto driver
5111,54,58,Auto driver
5111,55,459,Auto driver
5111,57,113,Auto driver
5111,59,125,Auto driver
5111,60,147,Auto driver
5111,62,75,Auto driver
5111,63,41,Auto driver
5111,64,75,Auto driver
5111,66,65,Auto driver
5111,67,385,Auto driver
5111,69,244,Auto driver
5111,70,42,Auto driver
5111,71,63,Auto driver
5111,72,61,Auto driver
5111,75,147,Auto driver
5111,77,16,Auto driver
5111,78,52,Auto driver
5111,79,79,Auto driver
5111,81,25,Auto driver
5113,17,218,Auto driver
5113,30,80,Auto driver
5113,36,269,Auto driver
5113,40,124,Auto driver
5113,42,544,Auto driver
5113,45,156,Auto driver
5113,46,483,Auto driver
5113,47,389,Auto driver
5113,54,43,Auto driver
5113,57,146,Auto driver
5113,58,212,Auto driver
5113,61,78,Auto driver
5113,62,221,Auto driver
5113,63,124,Auto driver
5113,67,62,Auto driver
5113,72,54,Auto driver
5113,75,46,Auto driver
5113,76,34,Auto driver
5113,79,46,Auto driver
5113,80,51,Auto driver
5113,82,46,Auto driver
5114,24,41,Auto driver
5114,26,41,Auto driver
5114,28,68,Auto driver
5114,34,82,Auto driver
5114,37,81,Auto driver
5114,43,103,Auto driver
5114,46,167,Auto driver
5114,47,70,Auto driver
5114,48,52,Auto driver
5114,49,125,Auto driver
5114,50,91,Auto driver
5114,51,116,Auto driver
5114,57,62,Auto driver
5114,58,68,Auto driver
5114,59,31,Auto driver
5114,60,31,Auto driver
5114,61,61,Auto driver
5114,62,72,Auto driver
5114,64,606,Auto driver
5114,65,156,Auto driver
5114,67,424,Auto driver
5114,78,116,Auto driver
5115,18,221,Auto driver
5115,20,74,Auto driver
5115,24,1195,Auto driver
5115,25,151,Auto driver
5115,27,85,Auto driver
5115,28,86,Auto driver
5115,30,57,Auto driver
5115,31,103,Auto driver
5115,32,245,Auto driver
5115,33,186,Auto driver
5115,36,207,Auto driver
5115,37,57,Auto driver
5115,38,219,Auto driver
5115,43,65,Auto driver
5115,44,98,Auto driver
5115,50,72,Auto driver
5115,51,54,Auto driver
5115,53,257,Auto driver
5115,55,199,Auto driver
5115,58,69,Auto driver
5115,59,259,Auto driver
5115,61,150,Auto driver
5115,63,72,Auto driver
5115,65,39,Auto driver
5115,67,74,Auto driver
5115,68,115,Auto driver
5115,69,353,Auto driver
5115,70,278,Auto driver
5115,72,43,Auto driver
5115,75,393,Auto driver
5115,76,77,Auto driver
5115,78,79,Auto driver
5115,83,106,Auto driver
5115,84,91,Auto driver
5116,18,297,Auto driver
5116,19,198,Auto driver
5116,22,761,Auto driver
5116,24,140,Auto driver
5116,25,140,Auto driver
5116,29,435,Auto driver
5116,32,35,Auto driver
5116,35,93,Auto driver
5116,39,668,Auto driver
5116,46,143,Auto driver
5116,47,149,Auto driver
5116,50,140,Auto driver
5116,53,163,Auto driver
5116,57,50,Auto driver
5116,59,82,Auto driver
5116,65,92,Auto driver
5116,66,282,Auto driver
5116,67,37,Auto driver
5116,81,67,Auto driver
5116,82,39,Auto driver
5116,85,40,Auto driver
5117,23,74,Auto driver
5117,30,177,Auto driver
5117,35,252,Auto driver
5117,44,115,Auto driver
5117,47,82,Auto driver
5117,52,82,Auto driver
5117,53,215,Auto driver
5117,56,48,Auto driver
5117,59,88,Auto driver
5117,60,42,Auto driver
5117,64,177,Auto driver
5117,66,43,Auto driver
5118,21,259,Auto driver
5118,24,148,Auto driver
5118,25,226,Auto driver
5118,29,93,Auto driver
5118,31,68,Auto driver
5118,32,148,Auto driver
5118,33,316,Auto driver
5118,35,211,Auto driver
5118,36,811,Auto driver
5118,40,459,Auto driver
5118,43,68,Auto driver
5118,44,342,Auto driver
5118,47,199,Auto driver
5118,48,447,Auto driver
5118,49,293,Auto driver
5118,50,113,Auto driver
5118,51,256,Auto driver
5118,55,280,Auto driver
5118,56,48,Auto driver
5118,59,155,Auto driver
5118,62,48,Auto driver
5118,63,184,Auto driver
5118,64,50,Auto driver
5118,66,149,Auto driver
5118,68,75,Auto driver
5118,69,117,Auto driver
5118,74,237,Auto driver
5118,80,45,Auto driver
5119,57,132,Auto driver
5120,26,183,Auto driver
5120,27,56,Auto driver
5120,28,110,Auto driver
5120,29,113,Auto driver
5120,30,113,Auto driver
5120,33,132,Auto driver
5120,36,61,Auto driver
5120,37,43,Auto driver
5120,38,260,Auto driver
5120,39,187,Auto driver
5120,47,216,Auto driver
5120,50,47,Auto driver
5120,52,54,Auto driver
5120,53,419,Auto driver
5120,57,166,Auto driver
5120,59,56,Auto driver
5120,60,50,Auto driver
5120,61,33,Auto driver
5120,62,55,Auto driver
5120,63,281,Auto driver
5120,71,40,Auto driver
5120,74,73,Auto driver
5120,79,62,Auto driver
5120,84,64,Auto driver
5120,86,82,Auto driver
5120,87,39,Auto driver
5120,89,39,Auto driver
5121,21,477,Auto driver
5121,27,239,Auto driver
5121,39,493,Auto driver
5121,40,66,Auto driver
5121,42,1412,Auto driver
5121,43,66,Auto driver
5121,47,135,Auto driver
5121,48,550,Auto driver
5121,55,35,Auto driver
5121,56,58,Auto driver
5121,57,42,Auto driver
5121,58,220,Auto driver
5121,59,98,Auto driver
5121,61,219,Auto driver
5121,63,52,Auto driver
5121,66,38,Auto driver
5121,73,77,Auto driver
5121,78,58,Auto driver
5121,84,58,Auto driver
5121,86,41,Auto driver
5122,18,119,Auto driver
5122,24,98,Auto driver
5122,25,195,Auto driver
5122,26,313,Auto driver
5122,29,206,Auto driver
5122,30,108,Auto driver
5122,34,58,Auto driver
5122,37,58,Auto driver
5122,38,176,Auto driver
5122,39,244,Auto driver
5122,40,173,Auto driver
5122,41,208,Auto driver
5122,45,65,Auto driver
5122,46,111,Auto driver
5122,47,308,Auto driver
5122,50,292,Auto driver
5122,51,111,Auto driver
5122,53,590,Auto driver
5122,54,630,Auto driver
5122,55,272,Auto driver
5122,58,212,Auto driver
5122,59,94,Auto driver
5122,60,82,Auto driver
5122,64,63,Auto driver
5122,65,43,Auto driver
5122,70,63,Auto driver
5123,23,249,Auto driver
5123,24,333,Auto driver
5123,25,218,Auto driver
5123,26,94,Auto driver
5123,27,457,Auto driver
5123,28,191,Auto driver
5123,29,786,Auto driver
5123,30,136,Auto driver
5123,32,131,Auto driver
5123,33,148,Auto driver
5123,34,211,Auto driver
5123,36,493,Auto driver
5123,41,162,Auto driver
5123,42,35,Auto driver
5123,46,199,Auto driver
5123,48,100,Auto driver
5123,50,148,Auto driver
5123,51,42,Auto driver
5123,52,762,Auto driver
5123,53,567,Auto driver
5123,55,309,Auto driver
5123,56,79,Auto driver
5123,58,57,Auto driver
5123,59,168,Auto driver
5123,60,131,Auto driver
5123,61,367,Auto driver
5123,62,126,Auto driver
5123,63,41,Auto driver
5123,64,165,Auto driver
5123,65,142,Auto driver
5123,66,41,Auto driver
5123,69,202,Auto driver
5123,70,74,Auto driver
5123,72,60,Auto driver
5123,73,46,Auto driver
5123,76,119,Auto driver
5123,79,89,Auto driver
5123,81,184,Auto driver
5125,35,61,Auto driver
5125,36,236,Auto driver
5125,37,104,Auto driver
5125,49,66,Auto driver
5125,54,162,Auto driver
5125,81,89,Auto driver
5125,83,41,Auto driver
5125,84,129,Auto driver
5126,17,194,Auto driver
5126,24,58,Auto driver
5126,33,144,Auto driver
5126,43,678,Auto driver
5126,50,69,Auto driver
5126,59,58,Auto driver
5127,18,106,Auto driver
5127,22,701,Auto driver
5127,25,118,Auto driver
5127,27,55,Auto driver
5127,28,73,Auto driver
5127,30,164,Auto driver
5127,31,249,Auto driver
5127,33,214,Auto driver
5127,34,69,Auto driver
5127,37,322,Auto driver
5127,38,153,Auto driver
5127,39,100,Auto driver
5127,40,127,Auto driver
5127,41,184,Auto driver
5127,42,191,Auto driver
5127,44,161,Auto driver
5127,45,143,Auto driver
5127,46,106,Auto driver
5127,47,106,Auto driver
5127,48,143,Auto driver
5127,49,476,Auto driver
5127,50,550,Auto driver
5127,52,71,Auto driver
5127,55,36,Auto driver
5127,56,83,Auto driver
5127,58,159,Auto driver
5127,59,264,Auto driver
5127,62,98,Auto driver
5127,63,880,Auto driver
5127,64,97,Auto driver
5127,66,53,Auto driver
5127,68,58,Auto driver
5127,70,60,Auto driver
5127,72,105,Auto driver
5127,75,77,Auto driver
5127,79,152,Auto driver
5129,21,184,Auto driver
5129,23,184,Auto driver
5129,24,221,Auto driver
5129,27,473,Auto driver
5129,28,134,Auto driver
5129,30,68,Auto driver
5129,35,229,Auto driver
5129,41,111,Auto driver
5129,42,111,Auto driver
5129,43,89,Auto driver
5129,46,16,Auto driver
5129,53,276,Auto driver
5129,54,184,Auto driver
5129,55,363,Auto driver
5129,57,101,Auto driver
5129,59,335,Auto driver
5129,60,89,Auto driver
5129,63,48,Auto driver
5129,70,61,Auto driver
5129,82,96,Auto driver
5130,21,247,Auto driver
5130,22,141,Auto driver
5130,24,92,Auto driver
5130,27,325,Auto driver
5130,28,67,Auto driver
5130,29,173,Auto driver
5130,30,640,Auto driver
5130,31,92,Auto driver
5130,32,113,Auto driver
5130,33,422,Auto driver
5130,35,62,Auto driver
5130,36,230,Auto driver
5130,38,285,Auto driver
